ID	adj.P.Val	P.Value	F	Gene.symbol	Gene.title	Gene.ID
104378_at	0.773422	1.92e-01	2.014.812	Pon2	paraoxonase 2	330260
99518_at	0.77376	1.92e-01	2.013.142	Mfap5	microfibrillar associated protein 5	50530
162026_r_at	0.77376	1.92e-01	201.194	Snrpb2	U2 small nuclear ribonucleoprotein B	20639
95784_at	0.77376	1.92e-01	2.011.556	Pirb///Pira5///Pira2///Pira11///Pira1	paired Ig-like receptor B///paired-Ig-like receptor A5///paired-Ig-like receptor A2///paired-Ig-like receptor A11///paired-Ig-like receptor A1	18733///18728///18725///18724///18722
101885_at	0.77376	1.92e-01	2.010.728	Gas5	growth arrest specific 5	14455
94865_at	0.77376	1.92e-01	2.010.567	Ublcp1	ubiquitin-like domain containing CTD phosphatase 1	79560
102973_f_at	0.77376	1.93e-01	2.01	Mug2	murinoglobulin 2	17837
99881_at	0.77376	1.93e-01	2.009.681	Dkk1	dickkopf WNT signaling pathway inhibitor 1	13380
95037_at	0.77376	1.93e-01	2.009.059	Cdk9	cyclin-dependent kinase 9 (CDC2-related kinase)	107951
98448_at	0.77376	1.93e-01	200.862	Casc3	cancer susceptibility candidate 3	192160
99979_at	0.77376	1.93e-01	2.006.748	Cyp1b1	cytochrome P450, family 1, subfamily b, polypeptide 1	13078
94755_at	0.77376	1.93e-01	2.006.469	Il1a	interleukin 1 alpha	16175
102737_at	0.77376	1.93e-01	2.006.401	Edn1	endothelin 1	13614
160521_at	0.77376	1.93e-01	200.637	Ltv1	LTV1 ribosome biogenesis factor	353258
161852_i_at	0.77376	1.93e-01	2.005.999	Polr1d	polymerase (RNA) I polypeptide D	20018
98525_f_at	0.77376	1.93e-01	200.556	Erdr1	erythroid differentiation regulator 1	170942
161827_f_at	0.77376	1.93e-01	2.005.181	Hpx	hemopexin	15458
95345_at	0.77376	1.93e-01	2.004.187	Tpbg	trophoblast glycoprotein	21983
92521_at	0.77376	1.93e-01	2.004.087	Zfhx3	zinc finger homeobox 3	11906
100618_f_at	0.774203	1.94e-01	2.002.033	Slc25a5	solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 5	11740
92945_at	0.774203	1.94e-01	2.001.422	Gria2	glutamate receptor, ionotropic, AMPA2 (alpha 2)	14800
161059_at	0.774203	1.94e-01	2.001.097	Slc6a1	solute carrier family 6 (neurotransmitter transporter, GABA), member 1	232333
160892_at	0.774203	1.94e-01	2.000.803	Dlg3	discs, large homolog 3 (Drosophila)	53310
103734_at	0.774203	1.94e-01	2.000.461	Ahi1	Abelson helper integration site 1	52906
92370_at	0.775491	1.94e-01	1.996.574	Arl10	ADP-ribosylation factor-like 10	56795
100147_at	0.775491	1.94e-01	199.623	Aco1	aconitase 1	11428
95775_f_at	0.775491	1.94e-01	1.995.537	Klk1b1	kallikrein 1-related peptidase b1	16623
101368_at	0.775491	1.94e-01	1.995.475	Rhox5	reproductive homeobox 5	18617
104761_at	0.775491	1.94e-01	1.995.245	Antxr2	anthrax toxin receptor 2	71914
103927_at	0.775508	1.95e-01	1.994.621	Zfp568	zinc finger protein 568	243905
96953_at	0.775508	1.95e-01	1.994.104	Cxcl14	chemokine (C-X-C motif) ligand 14	57266
160309_at	0.775539	1.95e-01	1.993.491	Tab2	TGF-beta activated kinase 1/MAP3K7 binding protein 2	68652
162262_f_at	0.775786	1.95e-01	1.992.342	Gyg	glycogenin	27357
93175_at	0.775786	1.95e-01	1.991.915	Eogt	EGF domain-specific O-linked N-acetylglucosamine (GlcNAc) transferase	101351
100965_at	0.776036	1.95e-01	1.990.769	Cox8c	cytochrome c oxidase subunit VIIIc	75483
161950_at	0.776036	1.95e-01	1.990.338	Sugp2	SURP and G patch domain containing 2	234373
92809_r_at	0.776746	1.95e-01	1.988.444	Fkbp4	FK506 binding protein 4	14228
103662_at	0.777177	1.96e-01	1.986.925	Ncf4	neutrophil cytosolic factor 4	17972
96086_at	0.777177	1.96e-01	1.986.527	Snap47	synaptosomal-associated protein, 47	67826
100891_at	0.777414	1.96e-01	1.984.732	Smcp	sperm mitochondria-associated cysteine-rich protein	17235
92857_at	0.777414	1.96e-01	1.984.547	Rpl22	ribosomal protein L22	19934
95094_g_at	0.777414	1.96e-01	1.984.425	Ccar1	cell division cycle and apoptosis regulator 1	67500
99632_at	0.777711	1.96e-01	198.295	Mad2l1	MAD2 mitotic arrest deficient-like 1	56150
162000_r_at	0.777711	1.96e-01	1.981.122	Clpb	ClpB caseinolytic peptidase B	20480
92875_s_at	0.777711	1.96e-01	1.980.992	Cops7a	COP9 signalosome subunit 7A	26894
97786_at	0.777711	1.96e-01	198.036	Ankrd2	ankyrin repeat domain 2 (stretch responsive muscle)	56642
97769_at	0.777711	1.96e-01	1.980.312	Ptgfr	prostaglandin F receptor	19220
102879_s_at	0.777711	1.97e-01	1.979.315	Fcgr1	Fc receptor, IgG, high affinity I	14129
102121_f_at	0.777711	1.97e-01	1.979.109	Krt19	keratin 19	16669
96665_at	0.777711	1.97e-01	1.979.067	Vps26a	VPS26 retromer complex component A	30930
96326_at	0.777711	1.97e-01	1.978.814	Tat	tyrosine aminotransferase	234724
101673_r_at	0.777711	1.97e-01	1.978.218	AA675035	expressed sequence AA675035	98231
93664_at	0.777711	1.97e-01	1.977.819	Atp1b2	ATPase, Na+/K+ transporting, beta 2 polypeptide	11932
99043_s_at	0.778778	1.97e-01	197.494	Shox2	short stature homeobox 2	20429
93911_at	0.778778	1.97e-01	1.974.199	Tgs1	trimethylguanosine synthase 1	116940
102221_at	0.778778	1.97e-01	1.974.172	Syngr1	synaptogyrin 1	20972
93341_r_at	0.778947	1.97e-01	1.973.307	Copb2	coatomer protein complex, subunit beta 2 (beta prime)	50797
160706_at	0.780162	1.98e-01	1.970.182	Slc22a23	solute carrier family 22, member 23	73102
104500_at	0.780162	1.98e-01	196.949	Idua	iduronidase, alpha-L-	15932
100594_at	0.780162	1.98e-01	1.968.664	Pigq	phosphatidylinositol glycan anchor biosynthesis, class Q	14755
93529_at	0.780162	1.98e-01	1.967.884	Itfg1	integrin alpha FG-GAP repeat containing 1	71927
99432_at	0.780162	1.98e-01	1.967.504	Clip2	CAP-GLY domain containing linker protein 2	269713
162123_f_at	0.780162	1.98e-01	1.966.801	Slc19a1	solute carrier family 19 (folate transporter), member 1	20509
162160_at	0.780162	1.98e-01	1.966.475	Ide	insulin degrading enzyme	15925
99804_at	0.780162	1.99e-01	1.964.672	Adra2c	adrenergic receptor, alpha 2c	11553
101847_at	0.780162	1.99e-01	1.964.085	Sp100	nuclear antigen Sp100	20684
93360_at	0.780162	1.99e-01	1.963.319	Pmm1	phosphomannomutase 1	29858
93789_s_at	0.780162	1.99e-01	196.318	Sin3b	transcriptional regulator, SIN3B (yeast)	20467
93528_s_at	0.780162	1.99e-01	1.962.808	Klf9	Kruppel-like factor 9	16601
101046_at	0.780162	1.99e-01	1.962.627	Vim	vimentin	22352
94992_at	0.780162	1.99e-01	1.961.166	Copb1	coatomer protein complex, subunit beta 1	70349
104186_at	0.780162	1.99e-01	1.960.814	Msl2	male-specific lethal 2 homolog (Drosophila)	77853
94486_at	0.780162	1.99e-01	1.960.714	Lrrc59	leucine rich repeat containing 59	98238
98060_at	0.780162	1.99e-01	1.960.461	Lmna	lamin A	16905
104229_at	0.780162	1.99e-01	1.960.185	Nkain1	Na+/K+ transporting ATPase interacting 1	67149
93485_at	0.780162	1.99e-01	1.959.824	Ptprd	protein tyrosine phosphatase, receptor type, D	19266
160618_at	0.780162	1.99e-01	1.959.723	Lgals8	lectin, galactose binding, soluble 8	56048
100357_g_at	0.780162	1.99e-01	19.596	Gprasp1	G protein-coupled receptor associated sorting protein 1	67298
99993_at	0.780632	2.00e-01	1.957.756	Anpep	alanyl (membrane) aminopeptidase	16790
104215_at	0.780632	2.00e-01	1.957.146	Atf6	activating transcription factor 6	226641
103568_at	0.780632	2.00e-01	1.957.098	Srpx	sushi-repeat-containing protein	51795
160662_r_at	0.780773	2.00e-01	1.956.294	Gata6	GATA binding protein 6	14465
94076_i_at	0.781688	2.00e-01	1.952.067	Rpn2	ribophorin II	20014
97207_f_at	0.781688	2.00e-01	1.951.965	Lypla1	lysophospholipase 1	18777
102360_at	0.781688	2.00e-01	1.951.724	Mthfr	5,10-methylenetetrahydrofolate reductase	17769
92468_at	0.781688	2.01e-01	1.950.621	Ankrd49	ankyrin repeat domain 49	56503
104477_at	0.781688	2.01e-01	1.949.848	Fam46c	family with sequence similarity 46, member C	74645
160317_at	0.781688	2.01e-01	1.949.651	Rab34	RAB34, member RAS oncogene family	19376
94378_at	0.781688	2.01e-01	194.923	Rgs16	regulator of G-protein signaling 16	19734
100094_at	0.781688	2.01e-01	1.948.793	Supt5	suppressor of Ty 5	20924
95703_at	0.781688	2.01e-01	1.948.438	Sae1	SUMO1 activating enzyme subunit 1	56459
99423_at	0.781688	2.01e-01	1.945.112	Mgat3	mannoside acetylglucosaminyltransferase 3	17309
95933_f_at	0.781688	2.01e-01	1.945.018			
101954_at	0.781688	2.01e-01	1.944.364	H2afz	H2A histone family, member Z	51788
96971_f_at	0.781688	2.01e-01	1.943.722			
102287_at	0.781688	2.02e-01	1.943.577	Cd247	CD247 antigen	12503
96208_at	0.781688	2.02e-01	194.326	Arhgap35	Rho GTPase activating protein 35	232906
104559_at	0.781688	2.02e-01	1.942.402	Fam195b	family with sequence similarity 195, member B	192173
92947_s_at	0.781688	2.02e-01	1.942.308	Gria2	glutamate receptor, ionotropic, AMPA2 (alpha 2)	14800
103762_at	0.781688	2.02e-01	19.423	Gtf2f1	general transcription factor IIF, polypeptide 1	98053
98247_at	0.781688	2.02e-01	1.941.972	Aak1	AP2 associated kinase 1	269774
94862_i_at	0.781688	2.02e-01	1.941.173	Dynlrb1	dynein light chain roadblock-type 1	67068
104161_at	0.781688	2.02e-01	1.940.605	Cpsf2	cleavage and polyadenylation specific factor 2	51786
103386_at	0.781688	2.02e-01	1.940.157	Acot8	acyl-CoA thioesterase 8	170789
97702_at	0.781688	2.02e-01	1.938.829			
92787_at	0.781688	2.02e-01	1.938.766	Ankrd10	ankyrin repeat domain 10	102334
98731_at	0.781688	2.02e-01	1.938.417	Rab5b	RAB5B, member RAS oncogene family	19344
101107_at	0.781688	2.02e-01	1.937.369	Calu	calumenin	12321
94001_at	0.781688	2.02e-01	1.936.921	Elavl1	ELAV (embryonic lethal, abnormal vision)-like 1 (Hu antigen R)	15568
94829_at	0.781688	2.02e-01	193.691	Tmem70	transmembrane protein 70	70397
98031_at	0.781688	2.02e-01	1.936.724	Bok	BCL2-related ovarian killer	51800
97061_g_at	0.781688	2.02e-01	1.936.686	Ywhaq	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide	22630
93954_at	0.781688	2.02e-01	1.936.435	Gucy1b3	guanylate cyclase 1, soluble, beta 3	54195
162056_f_at	0.781688	2.03e-01	1.936.275	Prm3	protamine 3	19120
97278_at	0.781688	2.03e-01	1.936.075	Eif4h	eukaryotic translation initiation factor 4H	22384
97945_at	0.781688	2.03e-01	1.935.672	Trav9d-3	T cell receptor alpha variable 9D-3	100038850
98318_at	0.781688	2.03e-01	1.934.656	Cd70	CD70 antigen	21948
93824_at	0.781688	2.03e-01	1.934.181	Cps1	carbamoyl-phosphate synthetase 1	227231
93365_s_at	0.781688	2.03e-01	1.934.023	Sugt1	SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae)	67955
93101_s_at	0.781688	2.03e-01	1.933.408	Nedd4	neural precursor cell expressed, developmentally down-regulated 4	17999
93672_at	0.781688	2.03e-01	1.933.066	Eif2ak2	eukaryotic translation initiation factor 2-alpha kinase 2	19106
103045_at	0.781688	2.03e-01	193.158	Mtcp1	mature T cell proliferation 1	17763
94558_g_at	0.781688	2.03e-01	1.931.494	Gtf3a	general transcription factor III A	66596
98917_at	0.781688	2.03e-01	1.931.049	Mfsd14b	major facilitator superfamily domain containing 14B	66631
98789_at	0.781688	2.03e-01	1.930.634	Cdkn2a	cyclin-dependent kinase inhibitor 2A	12578
102332_at	0.781688	2.03e-01	1.930.173	Ulk1	unc-51 like kinase 1	22241
101718_f_at	0.781688	2.03e-01	1.929.551	Igkv4-70	immunoglobulin kappa chain variable 4-70	385120
94396_at	0.781688	2.04e-01	1.929.174	Ing1	inhibitor of growth family, member 1	26356
104332_at	0.781688	2.04e-01	1.929.151	Ptcd2	pentatricopeptide repeat domain 2	68927
98439_at	0.781688	2.04e-01	1.928.928	Rps6kb1	ribosomal protein S6 kinase, polypeptide 1	72508
100746_at	0.781923	2.04e-01	1.927.637			
102200_at	0.781923	2.04e-01	1.927.436	Aqp8	aquaporin 8	11833
160076_at	0.781976	2.04e-01	19.264	Mtx2	metaxin 2	53375
93469_at	0.781976	2.04e-01	1.925.429	Ephb3	Eph receptor B3	13845
104317_at	0.781976	2.04e-01	1.925.097	Cse1l	chromosome segregation 1-like (S. cerevisiae)	110750
94164_at	0.781976	2.04e-01	192.486	St8sia1	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1	20449
94540_at	0.781976	2.04e-01	1.924.699	Cyp2d26	cytochrome P450, family 2, subfamily d, polypeptide 26	76279
97226_at	0.782582	2.04e-01	1.922.173	Gna12	guanine nucleotide binding protein, alpha 12	14673
101906_at	0.782582	2.05e-01	1.922.084	Smc4	structural maintenance of chromosomes 4	70099
98973_at	0.782582	2.05e-01	1.921.996	Wdr43	WD repeat domain 43	72515
96593_at	0.782848	2.05e-01	1.920.978	Elk1	ELK1, member of ETS oncogene family	13712
102122_f_at	0.78327	2.05e-01	1.919.671			
160165_at	0.783479	2.05e-01	1.917.383	Ube2m	ubiquitin-conjugating enzyme E2M	22192
92299_at	0.783479	2.05e-01	1.917.339	Kdm5a	lysine (K)-specific demethylase 5A	214899
103081_at	0.783479	2.05e-01	1.917.209	Baz1b	bromodomain adjacent to zinc finger domain, 1B	22385
160419_r_at	0.783479	2.05e-01	1.916.184	Ubac2	ubiquitin associated domain containing 2	68889
162182_f_at	0.783479	2.05e-01	1.915.767	Kcnab2	potassium voltage-gated channel, shaker-related subfamily, beta member 2	16498
92400_at	0.783479	2.05e-01	1.915.755	Ndst2	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 2	17423
162260_at	0.783479	2.05e-01	191.561	Akirin1-ps///Akirin1	akirin 1, pseudogene///akirin 1	102635973///68050
104421_at	0.783813	2.06e-01	1.914.259	Fmo3	flavin containing monooxygenase 3	14262
98516_at	0.783813	2.06e-01	1.913.946	Gm2573///Gm13770///Wdr83os	predicted gene 2573///predicted gene 13770///WD repeat domain 83 opposite strand	100040052///619941///414077
160880_at	0.784062	2.06e-01	1.912.963	Mapk8ip3	mitogen-activated protein kinase 8 interacting protein 3	30957
99823_r_at	0.784453	2.06e-01	1.911.718	D18Ertd232e	DNA segment, Chr 18, ERATO Doi 232, expressed	52492
92773_at	0.784713	2.06e-01	1.909.896	Nrp1	neuropilin 1	18186
103501_at	0.784713	2.06e-01	1.909.613	Pura	purine rich element binding protein A	19290
161516_r_at	0.784713	2.06e-01	1.909.587	Vapa	vesicle-associated membrane protein, associated protein A	30960
162303_f_at	0.784713	2.06e-01	1.909.149	Prl7a2	prolactin family 7, subfamily a, member 2	19114
98538_at	0.785105	2.07e-01	1.907.905	2610507B11Rik	RIKEN cDNA 2610507B11 gene	72503
101003_at	0.785671	2.07e-01	1.906.341	Srsf3	serine/arginine-rich splicing factor 3	20383
94200_at	0.78606	2.07e-01	1.904.919	Gbx2	gastrulation brain homeobox 2	14472
92920_at	0.78606	2.07e-01	1.904.583	Pitx1	paired-like homeodomain transcription factor 1	18740
94364_at	0.786602	2.07e-01	1.902.801	Glg1	golgi apparatus protein 1	20340
103723_at	0.786602	2.07e-01	1.901.448	Il13ra1	interleukin 13 receptor, alpha 1	16164
101219_at	0.786602	2.08e-01	1.900.688			
161655_at	0.786602	2.08e-01	1.899.917	Dad1	defender against cell death 1	13135
97974_at	0.786602	2.08e-01	1.899.877	Zfpm1	zinc finger protein, multitype 1	22761
92911_at	0.786602	2.08e-01	1.899.611	Ccna1	cyclin A1	12427
95513_at	0.786602	2.08e-01	1.899.598	Elp2	elongator acetyltransferase complex subunit 2	58523
99356_r_at	0.786602	2.08e-01	1.899.429	Tnpo1	transportin 1	238799
100535_at	0.786722	2.08e-01	189.869	Eif4g2	eukaryotic translation initiation factor 4, gamma 2	13690
93140_at	0.787815	2.08e-01	1.896.103	Tsx	testis specific X-linked gene	22127
96724_r_at	0.787815	2.08e-01	189.499	Ssx2ip	synovial sarcoma, X breakpoint 2 interacting protein	99167
96565_at	0.787815	2.08e-01	1.894.166			
95373_at	0.787815	2.09e-01	1.893.957	Cd2	CD2 antigen	12481
94932_at	0.787815	2.09e-01	1.893.899	Pdgfa	platelet derived growth factor, alpha	18590
102381_at	0.787815	2.09e-01	1.893.378	Acsl4	acyl-CoA synthetase long-chain family member 4	50790
96747_at	0.787815	2.09e-01	1.893.061	Rhou	ras homolog family member U	69581
94641_at	0.787971	2.09e-01	1.891.945	Cdh10	cadherin 10	320873
92453_at	0.787971	2.09e-01	1.891.586	Eya4	EYA transcriptional coactivator and phosphatase 4	14051
161045_at	0.787971	2.09e-01	1.891.226	Lrrn1	leucine rich repeat protein 1, neuronal	16979
92717_at	0.788659	2.09e-01	1.889.451	Neurod1	neurogenic differentiation 1	18012
97567_f_at	0.788747	2.09e-01	1.888.774	LOC102642862///Igkv4-59///Igkv4-70///Igkv4-72///Igkv4-68///Igkc	uncharacterized LOC102642862///immunoglobulin kappa variable 4-59///immunoglobulin kappa chain variable 4-70///immunoglobulin kappa chain variable 4-72///immunoglobulin kappa variable 4-68///immunoglobulin kappa constant	102642862///667683///385120///385109///384515///16071
160876_at	0.788767	2.09e-01	1.888.222	Bcap29	B cell receptor associated protein 29	12033
100297_at	0.789638	2.10e-01	1.885.348	Wdr26	WD repeat domain 26	226757
94723_at	0.789638	2.10e-01	1.885.295	Nat1	N-acetyl transferase 1	17960
98287_at	0.789638	2.10e-01	1.884.937	Dpp6	dipeptidylpeptidase 6	13483
96212_at	0.789638	2.10e-01	1.883.942	2310061I04Rik	RIKEN cDNA 2310061I04 gene	69662
99646_at	0.789638	2.10e-01	188.372	Ppt1	palmitoyl-protein thioesterase 1	19063
100499_at	0.789638	2.10e-01	1.883.544	Stx3	syntaxin 3	20908
92592_at	0.789734	2.10e-01	1.882.576	Gpd1	glycerol-3-phosphate dehydrogenase 1 (soluble)	14555
161851_r_at	0.789734	2.10e-01	1.881.866	Bphl	biphenyl hydrolase-like (serine hydrolase, breast epithelial mucin-associated antigen)	68021
97188_at	0.789734	2.10e-01	1.881.066	LOC102641785	uncharacterized LOC102641785	102641785
92427_at	0.789734	2.10e-01	188.036	Tgfbr1	transforming growth factor, beta receptor I	21812
162256_r_at	0.789734	2.11e-01	1.880.056	Cwf19l1	CWF19-like 1, cell cycle control (S. pombe)	72502
92375_at	0.789734	2.11e-01	187.937	Ascc1	activating signal cointegrator 1 complex subunit 1	69090
98127_at	0.789734	2.11e-01	1.878.887	Capza2	capping protein (actin filament) muscle Z-line, alpha 2	12343
161304_r_at	0.789734	2.11e-01	187.875	Gnl1	guanine nucleotide binding protein-like 1	14670
102819_at	0.789734	2.11e-01	1.877.787	Nap1l2	nucleosome assembly protein 1-like 2	17954
161334_r_at	0.789734	2.11e-01	1.877.295	Zfp277	zinc finger protein 277	246196
160715_at	0.789734	2.11e-01	187.526	Vopp1	vesicular, overexpressed in cancer, prosurvival protein 1	232023
160739_at	0.789734	2.11e-01	1.873.687	Wnk1	WNK lysine deficient protein kinase 1	232341
96280_at	0.789734	2.12e-01	187.296	Ndufa2	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 2	17991
103504_at	0.789734	2.12e-01	1.872.924	Ssbp2	single-stranded DNA binding protein 2	66970
104525_at	0.789734	2.12e-01	1.870.793	Ppm1m	protein phosphatase 1M	67905
98073_at	0.789734	2.12e-01	1.870.558	Cux1	cut-like homeobox 1	13047
94998_at	0.789734	2.12e-01	1.870.459	Rala	v-ral simian leukemia viral oncogene A (ras related)	56044
95156_g_at	0.789734	2.12e-01	1.870.046	Znrf1	zinc and ring finger 1	170737
94875_at	0.789734	2.12e-01	1.870.043	Mrpl20	mitochondrial ribosomal protein L20	66448
101825_at	0.789734	2.12e-01	1.870.014	Nat3	N-acetyltransferase 3	17962
95083_at	0.789734	2.12e-01	1.869.392	Igfbp3	insulin-like growth factor binding protein 3	16009
92994_at	0.789734	2.12e-01	1.868.892	Lalba	lactalbumin, alpha	16770
95486_at	0.789734	2.12e-01	186.824	Jmjd6	jumonji domain containing 6	107817
93488_at	0.789734	2.12e-01	186.795	Tsr1	TSR1 20S rRNA accumulation	104662
161649_f_at	0.789734	2.12e-01	1.867.917	Art5	ADP-ribosyltransferase 5	11875
103867_at	0.789734	2.12e-01	1.867.908	2210409E12Rik///Coil	transcription elongation factor B (SIII), polypeptide 2 pseudogene///coilin	72381///12812
95982_at	0.789734	2.12e-01	1.867.565	C920021L13Rik	RIKEN cDNA C920021L13 gene	100042889
92409_at	0.789734	2.13e-01	1.866.175	Zfp260	zinc finger protein 260	26466
101697_f_at	0.789734	2.13e-01	1.865.761	Smg5	Smg-5 homolog, nonsense mediated mRNA decay factor (C. elegans)	229512
103371_at	0.789734	2.13e-01	1.864.606	Slc39a7	solute carrier family 39 (zinc transporter), member 7	14977
97232_at	0.789734	2.13e-01	1.864.558	Hexb	hexosaminidase B	15212
96353_at	0.789734	2.13e-01	1.864.372	Tmem14c	transmembrane protein 14C	66154
96535_at	0.789734	2.13e-01	186.412	Zbtb45	zinc finger and BTB domain containing 45	232879
103463_at	0.789734	2.13e-01	1.863.816	Gm13102///Pramel4	predicted gene 13102///preferentially expressed antigen in melanoma like 4	100041077///347710
93039_at	0.789734	2.13e-01	1.863.636	Cpq	carboxypeptidase Q	54381
93752_at	0.789734	2.13e-01	1.863.244	Iars	isoleucine-tRNA synthetase	105148
162004_i_at	0.789734	2.13e-01	1.862.531	Lig1	ligase I, DNA, ATP-dependent	16881
95707_at	0.789734	2.13e-01	1.862.482	Uqcc2	ubiquinol-cytochrome c reductase complex assembly factor 2	67267
96183_at	0.789734	2.13e-01	1.859.987	Foxp1	forkhead box P1	108655
92333_at	0.789734	2.14e-01	1.859.917	Sirt1	sirtuin 1	93759
100380_at	0.789734	2.14e-01	1.859.817	LOC102642045///Gm12657///Gm6749///H3f3c///Gm10257///H3f3b///H3f3a	histone H3.3-like///predicted gene 12657///predicted pseudogene 6749///H3 histone, family 3C///H3 histone, family 3A pseudogene///H3 histone, family 3B///H3 histone, family 3A	102642045///667250///627371///625328///544973///15081///15078
